id	hits	hits.normalized	diff.expr.cases	is.exception
CRYAB	0	0.0	0	true
SF1	0	0.0	0	true
DZIP3	0	0.0	0	true
PKIG	0	0.0	0	true
CRYAA	0	0.0	0	true
SET	0	0.0	0	true
TFRC	7	0.5	0	true
SCOC	0	0.0	0	true
Ccdc22	0	0.0	0	true
ZNF23	0	0.0	0	true
ZNF24	0	0.0	0	true
PPFIBP1	0	0.0	0	true
Rrp9	0	0.0	0	true
LARP1	0	0.0	0	true
PRKACG	0	0.0	0	true
ZNF20	0	0.0	0	true
SCP2	0	0.0	0	true
SFN	0	0.0	0	true
PRKACB	0	0.0	0	true
PRKACA	5	0.35714285714285715	0	true
SDF2L1	0	0.0	0	true
GSTM4	0	0.0	0	true
GSTM3	0	0.0	0	true
MYBPC3	0	0.0	0	true
GSTM2	0	0.0	0	true
Rdx	0	0.0	0	true
KCNB1	0	0.0	0	true
GSTM1	0	0.0	0	true
MCRS1	0	0.0	0	true
BBOX1	0	0.0	0	true
ZNF35	0	0.0	0	true
RPL41A	1	0.07142857142857142	0	true
MYBPC1	0	0.0	0	true
MMP10	0	0.0	0	true
FXYD1	0	0.0	0	true
MMP13	0	0.0	0	true
MMP14	0	0.0	0	true
PXMP2	0	0.0	0	true
FXYD3	0	0.0	0	true
RAPGEF2	0	0.0	0	true
RAPGEF3	0	0.0	0	true
HCST	0	0.0	0	true
FXYD7	0	0.0	0	true
RAPGEF1	0	0.0	0	true
FXYD6	1	0.07142857142857142	0	true
RAPGEF6	0	0.0	0	true
RAPGEF4	0	0.0	0	true
RAPGEF5	0	0.0	0	true
KCNC1	0	0.0	0	true
KCNC2	0	0.0	0	true
cgn	0	0.0	0	true
ZNF45	0	0.0	0	true
DHH1	0	0.0	0	true
SHB	0	0.0	0	true
SHE	0	0.0	0	true
RPL40B	0	0.0	0	true
SHD	0	0.0	0	true
BBC3	1	0.07142857142857142	0	true
ZNF41	0	0.0	0	true
Gar1	0	0.0	0	true
Lrrc7	0	0.0	0	true
MBD4	1	0.07142857142857142	0	true
EGLN2	0	0.0	0	true
EGLN1	0	0.0	0	true
MBD5	0	0.0	0	true
MBD6	0	0.0	0	true
APC2	0	0.0	0	true
EGLN3	0	0.0	0	true
MBD1	1	0.07142857142857142	0	true
PKLR	0	0.0	0	true
MBD2	0	0.0	0	true
GSTO1	0	0.0	0	true
MBD3	0	0.0	0	true
ADAM12	1	0.07142857142857142	0	true
Elp3	0	0.0	0	true
BGN	0	0.0	0	true
ADAM11	0	0.0	0	true
ADAM10	0	0.0	0	true
SCTR	0	0.0	0	true
YVH1	0	0.0	0	true
Pdzrn3	0	0.0	0	true
ARCN1	0	0.0	0	true
ADAM19	0	0.0	0	true
ADAM17	0	0.0	0	true
ADAM15	0	0.0	0	true
PKN1	0	0.0	0	true
PTRH2	0	0.0	0	true
PKN3	0	0.0	0	true
PKN2	0	0.0	0	true
PRKRIR	0	0.0	0	true
APCS	0	0.0	0	true
Psmc6	3	0.21428571428571427	0	true
KCNA1	0	0.0	0	true
PTAFR	0	0.0	0	true
KCNA2	0	0.0	0	true
GSTP1	0	0.0	0	true
KCNA3	0	0.0	0	true
PRKAG2	5	0.35714285714285715	0	true
KCNA4	0	0.0	0	true
KCNA5	0	0.0	0	true
ADAM22	0	0.0	0	true
PRKAG3	8	0.5714285714285714	0	true
PRKAG1	4	0.2857142857142857	0	true
PLAGL2	0	0.0	0	true
PLAGL1	0	0.0	0	true
NEFL	0	0.0	0	true
NEFM	0	0.0	0	true
PKM2	0	0.0	0	true
RICTOR	0	0.0	0	true
Rara	0	0.0	0	true
NEFH	0	0.0	0	true
BID	2	0.14285714285714285	0	true
FADS1	0	0.0	0	true
MAP3K3	0	0.0	0	true
FBXW5	0	0.0	0	true
KCNF1	0	0.0	0	true
MAP3K4	0	0.0	0	true
FBXW4	0	0.0	0	true
MAP3K1	2	0.14285714285714285	0	true
FBXW7	0	0.0	0	true
BIK	1	0.07142857142857142	0	true
MAP3K2	0	0.0	0	true
FBXW9	0	0.0	0	true
FBXW8	0	0.0	0	true
APE2	2	0.14285714285714285	0	true
Tubb2b	0	0.0	0	true
FBXO17	0	0.0	0	true
FBXO18	0	0.0	0	true
STX8	1	0.07142857142857142	0	true
Cfl1	0	0.0	0	true
MSH2	2	0.14285714285714285	0	true
FBXO11	0	0.0	0	true
FBXW2	0	0.0	0	true
SKI	0	0.0	0	true
LRCH2	0	0.0	0	true
MSH3	0	0.0	0	true
MSH4	0	0.0	0	true
Chrna7	0	0.0	0	true
MSH5	0	0.0	0	true
MSH6	0	0.0	0	true
PKP3	0	0.0	0	true
PDCD5	0	0.0	0	true
PKP2	0	0.0	0	true
PDCD4	0	0.0	0	true
PDCD2	1	0.07142857142857142	0	true
PKP4	0	0.0	0	true
PDCD1	0	0.0	0	true
LRCH4	0	0.0	0	true
PKP1	1	0.07142857142857142	0	true
KCNG2	0	0.0	0	true
KCNG3	0	0.0	0	true
PDCD7	0	0.0	0	true
SLA	0	0.0	0	true
PDCD6	0	0.0	0	true
RASL11B	1	0.07142857142857142	0	true
IL1RAP	0	0.0	0	true
NPAS2	0	0.0	0	true
NPAS4	0	0.0	0	true
APEH	0	0.0	0	true
SLK	0	0.0	0	true
SLN	0	0.0	0	true
STX7	0	0.0	0	true
STX6	1	0.07142857142857142	0	true
STX5	1	0.07142857142857142	0	true
STX4	0	0.0	0	true
MAP3K7	0	0.0	0	true
STX3	0	0.0	0	true
NDOR1	0	0.0	0	true
MAP3K8	0	0.0	0	true
STX2	0	0.0	0	true
MAP3K5	4	0.2857142857142857	0	true
KCNH1	0	0.0	0	true
KCNH2	0	0.0	0	true
MAP3K6	4	0.2857142857142857	0	true
NEK9	0	0.0	0	true
PIAS4	2	0.14285714285714285	0	true
KCND2	0	0.0	0	true
NEK6	0	0.0	0	true
NEK7	0	0.0	0	true
NEK8	0	0.0	0	true
RFXANK	0	0.0	0	true
FBXO38	0	0.0	0	true
C6orf15	0	0.0	0	true
PIAS1	0	0.0	0	true
FBXO34	0	0.0	0	true
PIAS3	0	0.0	0	true
FBXO31	0	0.0	0	true
PIAS2	0	0.0	0	true
FBXO32	0	0.0	0	true
Map4k3	0	0.0	0	true
FBXO30	0	0.0	0	true
SMO	0	0.0	0	true
DRAP1	0	0.0	0	true
BMP2K	0	0.0	0	true
MNAT1	0	0.0	0	true
NOP10	0	0.0	0	true
BLK	1	0.07142857142857142	0	true
KCNE1	1	0.07142857142857142	0	true
KCNE2	1	0.07142857142857142	0	true
BLM	2	0.14285714285714285	0	true
FBXO28	0	0.0	0	true
ZC4H2	0	0.0	0	true
FBXO27	0	0.0	0	true
MSI2	0	0.0	0	true
FBXO22	0	0.0	0	true
MMP25	0	0.0	0	true
FNTB	0	0.0	0	true
FNTA	0	0.0	0	true
TNFRSF8	0	0.0	0	true
NEK2	0	0.0	0	true
TNFRSF9	0	0.0	0	true
BMF	0	0.0	0	true
ZKSCAN5	0	0.0	0	true
TNFRSF4	0	0.0	0	true
SCXA	0	0.0	0	true
KCNJ5	0	0.0	0	true
KCNJ6	0	0.0	0	true
KCNJ8	0	0.0	0	true
UNC45A	0	0.0	0	true
KCNJ9	0	0.0	0	true
API5	0	0.0	0	true
DHPS	0	0.0	0	true
HTR1D	0	0.0	0	true
HTR1E	0	0.0	0	true
HTR1B	0	0.0	0	true
HTR1A	0	0.0	0	true
BMX	0	0.0	0	true
RABGGTB	0	0.0	0	true
MSL2	0	0.0	0	true
SON	0	0.0	0	true
SP1	3	0.21428571428571427	0	true
SP3	1	0.07142857142857142	0	true
SP2	0	0.0	0	true
SP4	0	0.0	0	true
Bcl2	0	0.0	0	true
Mcm6	0	0.0	0	true
SP8	0	0.0	0	true
KCNK3	0	0.0	0	true
Mcm2	0	0.0	0	true
BCAR1	0	0.0	0	true
IREB2	0	0.0	0	true
Map1lc3b	0	0.0	0	true
BCAR3	0	0.0	0	true
Map1lc3a	0	0.0	0	true
ONECUT1	0	0.0	0	true
SHMT2	0	0.0	0	true
ONECUT2	0	0.0	0	true
SHMT1	0	0.0	0	true
HTR2C	0	0.0	0	true
MLLT1	0	0.0	0	true
HTR2A	0	0.0	0	true
MLLT3	0	0.0	0	true
APJ1	0	0.0	0	true
APIP	0	0.0	0	true
MLLT4	0	0.0	0	true
FBXO44	0	0.0	0	true
BICD1	0	0.0	0	true
FBXO45	0	0.0	0	true
BICD2	0	0.0	0	true
MLLT6	0	0.0	0	true
SPN	1	0.07142857142857142	0	true
BOC	0	0.0	0	true
NELF	0	0.0	0	true
BOK	2	0.14285714285714285	0	true
BCAS1	0	0.0	0	true
PRLHR	0	0.0	0	true
MBIP	1	0.07142857142857142	0	true
BCAS2	0	0.0	0	true
NOP58	0	0.0	0	true
SRCIN1	0	0.0	0	true
KCNH5	0	0.0	0	true
UNC5A	0	0.0	0	true
SORL1	1	0.07142857142857142	0	true
BCS1L	0	0.0	0	true
CFDP1	0	0.0	0	true
C1D	0	0.0	0	true
IL2RA	0	0.0	0	true
IL2RB	0	0.0	0	true
GAPDH	0	0.0	0	true
NOP56	0	0.0	0	true
PIWIL3	0	0.0	0	true
ZMYND8	0	0.0	0	true
PIWIL2	0	0.0	0	true
SRC	1	0.07142857142857142	0	true
C1R	0	0.0	0	true
PIWIL4	0	0.0	0	true
ALAS2	0	0.0	0	true
UHRF2	1	0.07142857142857142	0	true
C1S	0	0.0	0	true
UHRF1	1	0.07142857142857142	0	true
SRF	0	0.0	0	true
DYSF	0	0.0	0	true
SRI	0	0.0	0	true
LENG8	0	0.0	0	true
U2AF2	1	0.07142857142857142	0	true
U2AF1	0	0.0	0	true
SRM	0	0.0	0	true
TNFSF13B	0	0.0	0	true
Ptpn6	0	0.0	0	true
MALT1	0	0.0	0	true
SRR	0	0.0	0	true
SRY	0	0.0	0	true
FBXO5	0	0.0	0	true
Cxxc1	0	0.0	0	true
Arrb2	0	0.0	0	true
KRIT1	0	0.0	0	true
FBXO4	0	0.0	0	true
FBXO7	0	0.0	0	true
RNMTL1	0	0.0	0	true
FBXO6	0	0.0	0	true
NEO1	0	0.0	0	true
KCNJ1	0	0.0	0	true
KCNJ2	0	0.0	0	true
PIWIL1	0	0.0	0	true
MBL2	0	0.0	0	true
KCNJ3	0	0.0	0	true
KCNJ4	0	0.0	0	true
SSB	0	0.0	0	true
PEX19	0	0.0	0	true
FBXO3	0	0.0	0	true
FBXO2	0	0.0	0	true
GPKOW	0	0.0	0	true
PEX10	0	0.0	0	true
PEX12	0	0.0	0	true
PEX13	0	0.0	0	true
APM2	0	0.0	0	true
PEX14	0	0.0	0	true
PEX16	0	0.0	0	true
ST5	0	0.0	0	true
Apc	0	0.0	0	true
SST	0	0.0	0	true
ST7	1	0.07142857142857142	0	true
FLYWCH1	0	0.0	0	true
BRE	0	0.0	0	true
APLF	0	0.0	0	true
SUB1	1	0.07142857142857142	0	true
Keap1	0	0.0	0	true
MTCP1	0	0.0	0	true
MT1G	0	0.0	0	true
MT1H	0	0.0	0	true
CES1	0	0.0	0	true
SSNA1	0	0.0	0	true
MYCBP2	0	0.0	0	true
Rrh	0	0.0	0	true
IL2RG	0	0.0	0	true
Mtor	0	0.0	0	true
PEX25	0	0.0	0	true
PEX26	0	0.0	0	true
C4A	0	0.0	0	true
PSMB10	0	0.0	0	true
C4B	0	0.0	0	true
BSG	0	0.0	0	true
RACGAP1	0	0.0	0	true
PEG10	0	0.0	0	true
STK38L	0	0.0	0	true
ATXN7L2	0	0.0	0	true
ATXN7L3	0	0.0	0	true
Bcor	0	0.0	0	true
BSN	0	0.0	0	true
YES1	0	0.0	0	true
NTNG2	0	0.0	0	true
MSR1	0	0.0	0	true
XBP1	0	0.0	0	true
APOBEC3G	0	0.0	0	true
NTNG1	0	0.0	0	true
TNFSF15	0	0.0	0	true
TNFSF13	0	0.0	0	true
TNFSF14	0	0.0	0	true
YOL086W-A	0	0.0	0	true
IGF1	0	0.0	0	true
TFB2M	0	0.0	0	true
IGF2	1	0.07142857142857142	0	true
RNF144B	1	0.07142857142857142	0	true
CNKSR2	0	0.0	0	true
CNKSR1	0	0.0	0	true
MC1R	0	0.0	0	true
RNF144A	0	0.0	0	true
CWF19L1	0	0.0	0	true
NET1	1	0.07142857142857142	0	true
GRAP	0	0.0	0	true
SDC1	0	0.0	0	true
BTK	0	0.0	0	true
SDC2	0	0.0	0	true
SPDYA	0	0.0	0	true
FBXL4	0	0.0	0	true
GRB2	0	0.0	0	true
FBXL3	0	0.0	0	true
FBXL6	0	0.0	0	true
FBXL5	0	0.0	0	true
GRB7	0	0.0	0	true
CES3	0	0.0	0	true
APOBEC3C	0	0.0	0	true
CETP	0	0.0	0	true
ZMYND19	0	0.0	0	true
ZBTB2	3	0.21428571428571427	0	true
ZBTB1	0	0.0	0	true
ZBTB5	0	0.0	0	true
RCBTB2	0	0.0	0	true
ZBTB3	1	0.07142857142857142	0	true
MT2A	0	0.0	0	true
LGALS4	0	0.0	0	true
APOM	0	0.0	0	true
LGALS3	0	0.0	0	true
LGALS2	0	0.0	0	true
LGALS1	0	0.0	0	true
FAM190B	0	0.0	0	true
TNFSF11	0	0.0	0	true
APOH	0	0.0	0	true
KCNN2	0	0.0	0	true
APOE	0	0.0	0	true
APOF	0	0.0	0	true
KCNN4	0	0.0	0	true
TNFSF10	0	0.0	0	true
LGALS9	0	0.0	0	true
LGALS8	0	0.0	0	true
APOD	0	0.0	0	true
LGALS7	0	0.0	0	true
APOB	0	0.0	0	true
MST4	0	0.0	0	true
BBS2	0	0.0	0	true
ZHX3	0	0.0	0	true
BBS1	0	0.0	0	true
SLC10A2	0	0.0	0	true
GAB2	0	0.0	0	true
AGTRAP	14	1.0	0	true
KLHL2	0	0.0	0	true
GAB1	0	0.0	0	true
PRPF40B	1	0.07142857142857142	0	true
KCNRG	0	0.0	0	true
GAB3	0	0.0	0	true
PRPF40A	0	0.0	0	true
ZHX1	0	0.0	0	true
RAP2A	0	0.0	0	true
ZHX2	0	0.0	0	true
MC3R	0	0.0	0	true
ZBTB9	0	0.0	0	true
RAP2B	0	0.0	0	true
TFAP4	0	0.0	0	true
KCNS3	0	0.0	0	true
KLHL8	0	0.0	0	true
KLHL9	1	0.07142857142857142	0	true
IGHE	0	0.0	0	true
TAX1BP1	0	0.0	0	true
C14orf4	0	0.0	0	true
TAX1BP3	5	0.35714285714285715	0	true
FAM193B	0	0.0	0	true
MSTN	0	0.0	0	true
C14orf1	0	0.0	0	true
Atr	0	0.0	0	true
Hnrnpr	0	0.0	0	true
DHX8	0	0.0	0	true
DHX9	1	0.07142857142857142	0	true
RRAD	0	0.0	0	true
MRPS14	0	0.0	0	true
SDC3	0	0.0	0	true
MRPS12	0	0.0	0	true
SDC4	0	0.0	0	true
Mtap2	2	0.14285714285714285	0	true
TGFA	0	0.0	0	true
C8A	0	0.0	0	true
TFB1M	0	0.0	0	true
Mtap6	0	0.0	0	true
C8B	0	0.0	0	true
Mtap4	0	0.0	0	true
NEU3	0	0.0	0	true
C8G	0	0.0	0	true
NEU4	0	0.0	0	true
RAP1A	0	0.0	0	true
SH3BGRL	0	0.0	0	true
RAP1B	0	0.0	0	true
NEU1	0	0.0	0	true
RRAS	0	0.0	0	true
FCER1A	0	0.0	0	true
FCER1G	0	0.0	0	true
DYNC1I2	0	0.0	0	true
DYNC1I1	0	0.0	0	true
BBS4	0	0.0	0	true
MRPS27	1	0.07142857142857142	0	true
SORT1	1	0.07142857142857142	0	true
MRPS25	0	0.0	0	true
SYK	0	0.0	0	true
MRPS26	0	0.0	0	true
GAD2	1	0.07142857142857142	0	true
GAD1	1	0.07142857142857142	0	true
MRPS24	0	0.0	0	true
SYP	2	0.14285714285714285	0	true
MRPS21	0	0.0	0	true
CACYBP	0	0.0	0	true
MRPS22	0	0.0	0	true
APRT	0	0.0	0	true
Mad1l1	0	0.0	0	true
BRMS1	0	0.0	0	true
KCNQ1	2	0.14285714285714285	0	true
KCNQ2	0	0.0	0	true
FAM195A	0	0.0	0	true
MC5R	0	0.0	0	true
KCNQ3	0	0.0	0	true
KCNQ5	0	0.0	0	true
TACC2	0	0.0	0	true
TACC3	0	0.0	0	true
HDGF	0	0.0	0	true
RAD1	0	0.0	0	true
TACC1	0	0.0	0	true
DYNC1H1	0	0.0	0	true
IGHM	0	0.0	0	true
SELPLG	0	0.0	0	true
MRPS34	0	0.0	0	true
MRPS35	0	0.0	0	true
PRICKLE3	0	0.0	0	true
PRICKLE1	0	0.0	0	true
RRD2	0	0.0	0	true
MRPS31	0	0.0	0	true
POFUT2	0	0.0	0	true
ENPP1	0	0.0	0	true
GRE1	0	0.0	0	true
MC4R	0	0.0	0	true
SUFU	0	0.0	0	true
DMBT1	0	0.0	0	true
RAC3	0	0.0	0	true
SDF4	0	0.0	0	true
RAC1	0	0.0	0	true
SDF2	0	0.0	0	true
RAC2	0	0.0	0	true
YKR023W	1	0.07142857142857142	0	true
MRE11A	2	0.14285714285714285	0	true
APTX	0	0.0	0	true
SDHB	0	0.0	0	true
DHDDS	0	0.0	0	true
ZNF70	0	0.0	0	true
DNAJB11	0	0.0	0	true
ZNF74	0	0.0	0	true
DENND4A	0	0.0	0	true
Dusp22	0	0.0	0	true
RAF1	1	0.07142857142857142	0	true
Nr3c1	0	0.0	0	true
INPPL1	0	0.0	0	true
RRF1	1	0.07142857142857142	0	true
ZNF83	0	0.0	0	true
TBX21	0	0.0	0	true
IGKC	0	0.0	0	true
Kcnab2	0	0.0	0	true
SLIT2	0	0.0	0	true
TBX20	0	0.0	0	true
MSX1	0	0.0	0	true
MSX2	0	0.0	0	true
Kcnab1	0	0.0	0	true
DENND5A	0	0.0	0	true
RAE1	1	0.07142857142857142	0	true
Dusp10	0	0.0	0	true
CARD10	0	0.0	0	true
CARD11	0	0.0	0	true
IGF2R	0	0.0	0	true
PCYT1B	0	0.0	0	true
IFT20	0	0.0	0	true
ZNF92	0	0.0	0	true
PSPC1	0	0.0	0	true
FGF19	0	0.0	0	true
FGF10	0	0.0	0	true
Rtdr1	0	0.0	0	true
CARD14	0	0.0	0	true
FGF13	0	0.0	0	true
IFT27	0	0.0	0	true
FGF12	0	0.0	0	true
HTRA2	0	0.0	0	true
TACO1	0	0.0	0	true
PLAU	0	0.0	0	true
PLAT	1	0.07142857142857142	0	true
IGF1R	1	0.07142857142857142	0	true
PLB1	0	0.0	0	true
TGM2	0	0.0	0	true
KCNV2	0	0.0	0	true
EEF2K	1	0.07142857142857142	0	true
PPIP5K1	0	0.0	0	true
PIBF1	0	0.0	0	true
RAG1	0	0.0	0	true
TGM3	4	0.2857142857142857	0	true
RAG2	0	0.0	0	true
PLDN	0	0.0	0	true
Creb1	0	0.0	0	true
SUN2	0	0.0	0	true
TNIP1	0	0.0	0	true
HUNK	0	0.0	0	true
SHANK1	0	0.0	0	true
ELF1	0	0.0	0	true
ELF2	0	0.0	0	true
ELF3	0	0.0	0	true
EEF1D	0	0.0	0	true
TNIP2	0	0.0	0	true
ELF4	0	0.0	0	true
ubc	0	0.0	0	true
TNIP3	0	0.0	0	true
ELF5	0	0.0	0	true
EEF1G	0	0.0	0	true
TAG	0	0.0	0	true
ZMYND10	0	0.0	0	true
ZMYND11	1	0.07142857142857142	0	true
PLEC	0	0.0	0	true
SHANK3	0	0.0	0	true
SHANK2	1	0.07142857142857142	0	true
TAT	0	0.0	0	true
PLD2	2	0.14285714285714285	0	true
PLD1	0	0.0	0	true
TAZ	0	0.0	0	true
TROVE2	0	0.0	0	true
PLD3	0	0.0	0	true
PITPNC1	9	0.6428571428571429	0	true
RAI1	1	0.07142857142857142	0	true
GRK1	1	0.07142857142857142	0	true
RAI2	0	0.0	0	true
CA2	0	0.0	0	true
GRK4	0	0.0	0	true
LASP1	0	0.0	0	true
CA4	0	0.0	0	true
GRK6	0	0.0	0	true
GRK5	5	0.35714285714285715	0	true
CA8	1	0.07142857142857142	0	true
LPXN	0	0.0	0	true
CA9	0	0.0	0	true
TBP	1	0.07142857142857142	0	true
RRM2	0	0.0	0	true
Thrb	0	0.0	0	true
CAD	2	0.14285714285714285	0	true
DAPK1	0	0.0	0	true
RRM1	0	0.0	0	true
Thra	0	0.0	0	true
DAPK3	0	0.0	0	true
CAT	0	0.0	0	true
SIGIRR	0	0.0	0	true
TH1L	0	0.0	0	true
CBL	0	0.0	0	true
GMCL1L	0	0.0	0	true
GRM1	0	0.0	0	true
IL1RL1	0	0.0	0	true
GRM3	0	0.0	0	true
CBS	0	0.0	0	true
ZIC3	0	0.0	0	true
GRM7	0	0.0	0	true
Dctn2	0	0.0	0	true
ZIC1	0	0.0	0	true
TDH	0	0.0	0	true
TDG	3	0.21428571428571427	0	true
ZIC2	0	0.0	0	true
IFT57	0	0.0	0	true
Bub1	0	0.0	0	true
HOMER2	0	0.0	0	true
HOMER3	0	0.0	0	true
Nr1h4	0	0.0	0	true
HOMER1	0	0.0	0	true
HUS1	0	0.0	0	true
AFAP1	0	0.0	0	true
CCK	0	0.0	0	true
TEC	1	0.07142857142857142	0	true
NUP93	3	0.21428571428571427	0	true
CD2	0	0.0	0	true
CD5	0	0.0	0	true
Snap25	0	0.0	0	true
OSTM1	0	0.0	0	true
CD4	1	0.07142857142857142	0	true
MEX3B	0	0.0	0	true
CCS	0	0.0	0	true
NUP98	0	0.0	0	true
Snap23	0	0.0	0	true
SDPR	0	0.0	0	true
CD7	0	0.0	0	true
Dapk2	0	0.0	0	true
ZSCAN20	0	0.0	0	true
CD6	0	0.0	0	true
KRTAP4-12	2	0.14285714285714285	0	true
CD9	1	0.07142857142857142	0	true
VPS20	0	0.0	0	true
TEK	0	0.0	0	true
TVP15	0	0.0	0	true
VPS25	0	0.0	0	true
GTF2IRD1	0	0.0	0	true
VPS24	1	0.07142857142857142	0	true
VPS29	0	0.0	0	true
VPS28	0	0.0	0	true
TES	0	0.0	0	true
GALT	0	0.0	0	true
RRN3	0	0.0	0	true
RALB	0	0.0	0	true
RALA	0	0.0	0	true
HECW1	0	0.0	0	true
UBP13	0	0.0	0	true
MTA1	2	0.14285714285714285	0	true
MTA2	0	0.0	0	true
SIP18	0	0.0	0	true
SV2C	0	0.0	0	true
TFG	0	0.0	0	true
SV2B	0	0.0	0	true
NUP85	0	0.0	0	true
TGS1	0	0.0	0	true
Hes1	0	0.0	0	true
VPS11	0	0.0	0	true
ZSCAN16	0	0.0	0	true
NUP88	0	0.0	0	true
VPS16	0	0.0	0	true
ZSCAN18	0	0.0	0	true
MTA3	0	0.0	0	true
APOL1	0	0.0	0	true
RALY	0	0.0	0	true
ST3GAL2	0	0.0	0	true
VPS18	2	0.14285714285714285	0	true
ST3GAL3	0	0.0	0	true
PRKCH	0	0.0	0	true
NFE2	0	0.0	0	true
PLK4	0	0.0	0	true
PRKCG	0	0.0	0	true
EDARADD	0	0.0	0	true
NFE4	1	0.07142857142857142	0	true
PRKCI	0	0.0	0	true
PRKCD	0	0.0	0	true
PLK1	1	0.07142857142857142	0	true
MCAM	0	0.0	0	true
PLK3	0	0.0	0	true
PRKCE	3	0.21428571428571427	0	true
PLK2	0	0.0	0	true
PRKCB	1	0.07142857142857142	0	true
PRKCA	3	0.21428571428571427	0	true
ELL2	0	0.0	0	true
ELL3	0	0.0	0	true
COPZ2	0	0.0	0	true
COPZ1	0	0.0	0	true
SF3B14	0	0.0	0	true
Bcr	0	0.0	0	true
PRKCZ	1	0.07142857142857142	0	true
BCAN	0	0.0	0	true
BCAM	0	0.0	0	true
PRKD1	0	0.0	0	true
PRKD3	0	0.0	0	true
PRKCQ	0	0.0	0	true
PRKD2	1	0.07142857142857142	0	true
FREM1	0	0.0	0	true
CFB	0	0.0	0	true
Set	0	0.0	0	true
RRP8	0	0.0	0	true
MCA1	0	0.0	0	true
CFD	0	0.0	0	true
IPO13	0	0.0	0	true
CFI	0	0.0	0	true
CFH	0	0.0	0	true
PRKDC	2	0.14285714285714285	0	true
ELK1	0	0.0	0	true
CFP	0	0.0	0	true
IPO11	0	0.0	0	true
ELK3	0	0.0	0	true
ELK4	0	0.0	0	true
L3MBTL	1	0.07142857142857142	0	true
MTBP	0	0.0	0	true
MTC2	0	0.0	0	true
MTC3	0	0.0	0	true
MTC4	0	0.0	0	true
ALCAM	0	0.0	0	true
NUP62	1	0.07142857142857142	0	true
CGB	0	0.0	0	true
CGA	0	0.0	0	true
BTF3	0	0.0	0	true
EXOC8	0	0.0	0	true
MCD1	0	0.0	0	true
IL10RB	0	0.0	0	true
IL10RA	0	0.0	0	true
CGN	0	0.0	0	true
PHOX2A	0	0.0	0	true
IL1F5	0	0.0	0	true
MTF1	0	0.0	0	true
MTF2	0	0.0	0	true
IL1F7	1	0.07142857142857142	0	true
GAS1	0	0.0	0	true
EXOC5	0	0.0	0	true
RARB	0	0.0	0	true
Tuba4a	1	0.07142857142857142	0	true
EXOC4	0	0.0	0	true
EXOC7	0	0.0	0	true
GART	0	0.0	0	true
RARA	0	0.0	0	true
GARS	0	0.0	0	true
GAS7	0	0.0	0	true
GAS6	0	0.0	0	true
MOCS2	0	0.0	0	true
EXOC3	0	0.0	0	true
EXOC2	0	0.0	0	true
GAS8	0	0.0	0	true
Ngfr	1	0.07142857142857142	0	true
BTG4	0	0.0	0	true
BTG2	0	0.0	0	true
BTG1	0	0.0	0	true
CHM	0	0.0	0	true
PRDM16	0	0.0	0	true
PRDM14	0	0.0	0	true
RTDR1	0	0.0	0	true
SDT1	0	0.0	0	true
PRDM13	0	0.0	0	true
CHP	0	0.0	0	true
Thy1	0	0.0	0	true
MTDH	0	0.0	0	true
SDSL	0	0.0	0	true
SPTA1	1	0.07142857142857142	0	true
Errfi1	0	0.0	0	true
Shh	0	0.0	0	true
NDNL2	0	0.0	0	true
