ID	# PATHWAYS CONTAINING	AVG. DIFF. EXP. CASES	DEGREE	IS EXCEPTION?
TSHZ3	0	0	1	false
GDE1	0	0	2	false
Pafah1b3	0	0	1	false
NAGPA	0	0	2	false
GMCL1	0	0	1	false
GOLGA3	0	0	4	false
EPM2AIP1	0	0	1	false
DNMT3L	0	0	5	false
GOLGA4	0	0	2	false
HIST1H3A	0	0	42	false
GNG11	0	0	3	false
GOLGA5	0	0	2	false
Crhr1	0	0	2	false
HIST1H3B	0	0	2	false
GNG10	0	0	2	false
Rps6kb1	0	0	8	false
GOLGA1	0	0	3	false
GOLGA2	0	0	17	false
HIST1H3G	0	0	1	false
TREX1	0	0	3	false
HIST1H3H	0	0	1	false
AGFG1	0	0	7	false
GOLGA7	0	0	1	false
HIST1H3C	0	0	1	false
Crhr2	0	0	4	false
HIST1H3E	0	0	2	false
AGFG2	0	0	3	false
HIST1H3F	0	0	1	false
STRBP	0	0	2	false
LILRB1	0	0	6	false
LILRB2	0	0	5	false
LILRB4	0	0	2	false
GNG13	0	0	4	false
GIYD2	0	0	39	false
PDZK1IP1	1	1,00	3	false
FRG1	0	0	1	false
RDH5	0	0	1	false
RAPSN	0	0	3	false
ALDOC	0	0	1	false
ALDOB	0	0	1	false
ALDOA	0	0	8	false
SGK3	0	0	1	false
UMPS	0	0	2	false
KPTN	0	0	5	false
SGK1	0	0	23	false
Nr4a1	0	0	1	false
CLIC6	0	0	3	false
ACVRL1	0	0	2	false
MYCBP	0	0	12	false
CLIC5	0	0	1	false
CLIC4	0	0	1	false
STRAP	0	0	11	false
FASTKD5	0	0	1	false
C21orf63	0	0	1	false
ZBTB8OS	0	0	1	false
UMOD	0	0	1	false
CX3CL1	0	0	1	false
VPS4	0	0	1	false
C21orf56	0	0	1	false
ANKRD2	0	0	8	false
ANKRD1	0	0	2	false
MPZL1	0	0	2	false
TNFAIP8L1	0	0	1	false
FADD	0	0	31	false
ANKRD6	0	0	3	false
CLIC3	0	0	1	false
CLIC2	0	0	1	false
ANKRD5	0	0	1	false
CLIC1	0	0	3	false
MAP4K2	0	0	4	false
PRMT7	0	0	5	false
MAP4K3	0	0	5	false
MAP4K1	0	0	14	false
PRMT8	0	0	1	false
PRMT3	0	0	1	false
PRMT2	0	0	5	false
PRMT5	0	0	32	false
C21orf30	0	0	1	false
PRMT1	0	0	46	false
C19orf2	0	0	7	false
TJP2	0	0	17	false
TJP1	0	0	30	false
Fbxw5	0	0	2	false
DLC1	0	0	1	false
STAC3	0	0	2	false
WAC	0	0	1	false
ANKRA2	0	0	1	false
TJP3	0	0	3	false
GDI2	0	0	7	false
GDI1	0	0	6	false
FAF1	0	0	5	false
FAF2	0	0	7	false
WAS	0	0	31	false
OLA1	0	0	3	false
LILRA3	0	0	1	false
Map3k7	0	0	3	false
Map3k6	0	0	1	false
C21orf7	0	0	2	false
STAB2	0	0	3	false
DLAT	0	0	5	false
NUSAP1	0	0	1	false
Rap2a	0	0	3	false
MAP4K4	0	0	13	false
RSPRY1	0	0	2	false
MAP4K5	0	0	7	false
TGFB1	0	0	24	false
TGFB3	0	0	2	false
PTCD3	0	0	5	false
TGFB2	0	0	8	false
AMY1A	0	0	4	false
UNC5CL	0	0	2	false
PDE6G	0	0	4	false
ABZ2	0	0	1	false
ARID3A	0	0	2	false
ZFC3H1	0	0	2	false
ARID3B	0	0	4	false
FAH	0	0	1	false
CGRRF1	0	0	1	false
TBL1XR1	0	0	6	false
ILVBL	0	0	2	false
DNAJC30	0	0	1	false
RPL7L1	0	0	2	false
FAP	0	0	1	false
FAS	0	0	32	false
Shroom1	0	0	1	false
ELMO1	0	0	2	false
TGFBI	0	0	1	false
FAU	0	0	1	false
PMP22	0	0	1	false
STAM2	0	0	14	false
RGS19	0	0	8	false
RGS18	0	0	4	false
At3g49660	0	0	1	false
RGS14	0	0	6	false
RGS17	0	0	1	false
RGS16	0	0	8	false
ARID4A	0	0	4	false
ARID4B	0	0	8	false
KIAA2026	0	0	2	false
CIB1	0	0	12	false
STRN3	0	0	29	false
FBL	0	0	24	false
STRN4	0	0	28	false
TMEM123	0	0	1	false
PTTG1	0	0	10	false
KIAA2018	0	0	1	false
CLASP1	0	0	2	false
RGS20	0	0	17	false
CLASP2	0	0	7	false
ZC3H10	0	0	1	false
IGKV2-40	0	0	2	false
ATP6V0C	0	0	2	false
Syt2	0	0	1	false
PAM18	0	0	1	false
PAM16	0	0	1	false
DNAJC13	0	0	1	false
CTPS2	0	0	2	false
DNAJC14	0	0	2	false
SDCBP	0	0	18	false
UPK3A	0	0	1	false
DNAJC19	0	0	4	false
DLG1	0	0	38	false
DLG2	0	0	19	false
DLG3	0	0	37	false
DLG4	0	0	75	false
DLG5	0	0	7	false
MDFIC	0	0	3	false
GDNF	0	0	2	false
DNAJC10	0	0	2	false
CHMP7	0	0	2	false
CHMP5	0	0	2	false
CHMP6	0	0	4	false
PDE9A	0	0	2	false
SH3KBP1	0	0	30	false
SEL1L3	0	0	1	false
EcR	0	0	1	false
TMEM104	0	0	1	false
PODXL	0	0	2	false
SOHLH2	0	0	1	false
POGZ	0	0	4	false
SIRPA	0	0	4	false
ZC3H18	0	0	1	false
ZC3H14	0	0	2	false
Ppid	0	0	1	false
ATP6V1F	0	0	1	false
ATP6V1H	0	0	1	false
HSPA9	0	0	9	false
XLMO1	0	0	1	false
Vdr	0	0	1	false
HSPA6	0	0	4	false
HSPA5	0	0	31	false
HSPA8	0	0	63	false
HSPA2	0	0	8	false
NFKBIZ	20	1,00	2	false
DTNBP1	0	0	11	false
HSPA4	0	0	71	false
BFAR	0	0	7	false
Epn1	0	0	1	false
UPK1A	0	0	1	false
NFKBIB	0	0	8	false
NFKBIA	20	1,00	34	false
FES	0	0	12	false
MEIS2	0	0	3	false
FER	0	0	8	false
MEIS1	0	0	6	false
SGS1	0	0	1	false
ALDH18A1	0	0	1	false
NFKBIE	0	0	5	false
NID1	17	1,00	10	false
HSPB7	0	0	1	false
HSPB8	0	0	4	false
HSPB3	0	0	16	false
HSPB2	0	0	9	false
NID2	0	0	7	false
ELAVL1	0	0	6	false
ELAVL2	0	0	4	false
HSPB1	0	0	21	false
ELAVL3	0	0	1	false
ELAVL4	0	0	2	false
UPK1B	0	0	1	false
NRIP1	0	0	33	false
HIST1H1E	0	0	3	false
PDE4A	0	0	3	false
ZC3H7A	0	0	1	false
HIST1H1A	0	0	12	false
HIST1H1B	0	0	1	false
MYCL1	0	0	1	false
FGA	0	0	11	false
HIST1H1C	0	0	3	false
FGB	0	0	7	false
WTAP	0	0	2	false
FGG	0	0	4	false
SGTA	0	0	19	false
POLQ	0	0	1	false
PDE4D	0	0	3	false
SGTB	0	0	2	false
ARID1A	0	0	16	false
ARID1B	0	0	10	false
DLK1	0	0	2	false
DLK2	0	0	3	false
FGR	0	0	13	false
POMC	0	0	6	false
LTBR	0	0	8	false
PALLD	0	0	1	false
LMX1B	0	0	1	false
LMX1A	0	0	3	false
RGS10	0	0	6	false
VDAC3	0	0	2	false
VDAC2	0	0	4	false
RGS12	0	0	3	false
VDAC1	0	0	17	false
POLDIP2	0	0	4	false
POLDIP3	0	0	2	false
WIZ	0	0	3	false
DBF4B	0	0	2	false
HSPD1	0	0	17	false
SH3YL1	0	0	4	false
NADSYN1	0	0	2	false
ACAN	0	0	5	false
Efs	0	0	1	false
Add1	0	0	1	false
POLB	0	0	8	false
POLE	0	0	5	false
ALDH2	0	0	9	false
POLK	0	0	2	false
Vhl	0	0	1	false
PDE6D	0	0	19	false
POLM	0	0	6	false
POLL	0	0	7	false
GUSB	0	0	1	false
POLI	0	0	3	false
POLH	0	0	7	false
FIE	0	0	1	false
ATE1	0	0	1	false
FRS3	0	0	2	false
FRS2	0	0	12	false
Vim	0	0	1	false
FAR1	0	0	1	false
POP1	0	0	4	false
ATF2	0	0	24	false
Myl12b	0	0	1	false
ATF3	0	0	14	false
ATF1	0	0	9	false
Lactb	0	0	1	false
TESK1	0	0	7	false
PON2	0	0	1	false
ATP5A1	0	0	2	false
TESK2	0	0	1	false
LCAT	0	0	2	false
DLL1	0	0	3	false
ACCS	0	0	1	false
CD2AP	0	0	10	false
SPOCK3	0	0	3	false
SPOCK2	0	0	1	false
SAMD3	0	0	1	false
ATG3	0	0	17	false
F11r	0	0	1	false
VANGL1	0	0	1	false
QARS	0	0	8	false
FASN	0	0	3	false
FAT1	0	0	1	false
F13B	0	0	2	false
ATF6	0	0	7	false
ATF7	0	0	2	false
ATF4	0	0	26	false
ATF5	0	0	6	false
POP7	0	0	4	false
FLG	0	0	1	false
CDCA2	0	0	1	false
CDCA3	0	0	5	false
CDCA4	0	0	4	false
SFRS17A	0	0	4	false
CDCA5	0	0	5	false
POP5	0	0	3	false
POP4	0	0	5	false
CDCA7	0	0	1	false
CDCA8	0	0	11	false
PDGFC	0	0	1	false
GATA6	0	0	2	false
PDGFB	20	1,00	6	false
ATP5C1	0	0	17	false
PDGFA	0	0	4	false
GATA5	0	0	1	false
GATA4	0	0	13	false
F11R	0	0	6	false
GATA3	0	0	11	false
GATA2	0	0	14	false
CIAO1	0	0	11	false
GATA1	0	0	32	false
EPB41L1	0	0	8	false
Dnmt3a	0	0	2	false
EPB41L2	0	0	6	false
EPB41L3	0	0	10	false
PIP5K1A	0	0	1	false
PIP5K1B	0	0	2	false
PIP5K1C	0	0	3	false
ATG7	0	0	11	false
ATG5	0	0	8	false
FUCA1	0	0	2	false
Ecsit	0	0	2	false
SPHK2	0	0	1	false
SPHK1	0	0	2	false
FN1	0	0	36	false
EPS15L1	0	0	4	false
MAGOHB	0	0	3	false
SLC7A5	0	0	1	false
CRLF1	0	0	1	false
SLC7A7	0	0	1	false
SLC7A8	0	0	2	false
Ldha	0	0	1	false
BHLHE40	0	0	6	false
BHLHE41	0	0	1	false
PI4KB	0	0	6	false
Stat3	0	0	2	false
PI4KA	0	0	2	false
Stat2	0	0	1	false
Stat1	0	0	5	false
LIMS1	0	0	6	false
POT1	0	0	5	false
LIMS2	0	0	1	false
NUP62CL	0	0	1	false
ACHE	0	0	1	false
ELOF1	0	0	2	false
NOC4L	0	0	10	false
HOXC13	0	0	5	false
HOXC11	0	0	10	false
ATIC	0	0	12	false
Pick1	0	0	3	false
TCP11L1	0	0	1	false
Serpina3k	0	0	1	false
FOS	0	0	36	false
CNPY2	0	0	1	false
NOC3L	0	0	1	false
LDOC1	0	0	25	false
WTIP	0	0	1	false
RABIF	0	0	10	false
SLMAP	0	0	10	false
CINP	0	0	1	false
FRYL	0	0	4	false
Ikbkb	0	0	2	false
XRCC6BP1	0	0	1	false
LIN37	0	0	1	false
ATL2	0	0	1	false
MTMR15	0	0	2	false
NOC2L	0	0	5	false
Ikbkg	0	0	3	false
SMPD4	0	0	1	false
WRN	0	0	20	false
NINL	0	0	35	false
P4HTM	0	0	1	false
Rab34	0	0	3	false
CORO2A	0	0	1	false
Rab38	0	0	5	false
EIF1AX	0	0	2	false
CDC25A	0	0	20	false
GOLM1	0	0	11	false
CORO2B	0	0	2	false
Ilf2	0	0	1	false
CDC25B	0	0	19	false
CDC25C	0	0	17	false
ATXN2L	0	0	4	false
WT1	0	0	6	false
POX1	0	0	1	false
Nptxr	0	0	1	false
IL6ST	0	0	23	false
FRK	0	0	1	false
Socs1	0	0	2	false
NIP7	0	0	2	false
DLST	0	0	17	false
PLOD3	0	0	7	false
Pmpca	0	0	1	false
ATN1	0	0	17	false
PLOD2	0	0	2	false
Socs6	0	0	2	false
RCHY1	0	0	6	false
HSP90B1	0	0	16	false
EIF1AD	0	0	1	false
KIAA1967	0	0	19	false
CEP250	0	0	2	false
MFN2	0	0	1	false
ADORA1	0	0	5	false
CIR1	0	0	5	false
CISH	0	0	4	false
BNIP3L	0	0	6	false
FST	0	0	2	false
NDC80	0	0	14	false
Rab3b	0	0	3	false
ACLY	0	0	6	false
Hist2h2ab	0	0	1	false
NIT1	0	0	1	false
Nptx1	0	0	1	false
DMXL2	0	0	2	false
LCN2	0	1,00	1	false
LCN1	0	0	2	false
wee1B	0	0	1	false
FTL	0	0	7	false
SLC27A4	0	0	2	false
NIT2	0	0	1	false
SLC27A6	0	0	5	false
COL17A1	0	0	7	false
ATP8	0	0	4	false
ATP6	0	0	1	false
EIF4EBP1	0	0	10	false
LIN7B	0	0	7	false
LIN7A	0	0	9	false
CORO1A	0	0	2	false
LIN7C	0	0	9	false
CYP2C19	0	0	1	false
CORO1C	0	0	1	false
CHAF1A	0	0	26	false
Rab2b	0	0	1	false
CHAF1B	0	0	8	false
EIF4EBP2	0	0	1	false
EIF4EBP3	0	0	3	false
RPL21P97	0	0	1	false
CIT2	0	0	1	false
SYBU	0	0	1	false
EIF5B	0	0	2	false
FUS	0	0	16	false
EIF5A	0	0	3	false
Atp5f1	0	0	1	false
APAF1	0	0	10	false
CDC5L	0	0	41	false
FUZ	0	0	1	false
LCP1	0	0	1	false
TMBIM4	0	0	9	false
RN7SK	0	0	2	false
SYF2	0	0	2	false
LCOR	0	0	2	false
LCP2	0	0	18	false
TMBIM6	0	0	1	false
CD247	0	0	13	false
CD244	0	0	1	false
DLX1	0	0	1	false
DLX2	0	0	5	false
EIF4B	0	0	8	false
MCFD2	0	0	1	false
SHC3	0	0	5	false
SHC1	0	0	80	false
DLX5	0	0	4	false
SHC2	0	0	3	false
GEA1	0	0	1	false
CDC73	0	0	13	false
YJL118W	0	0	1	false
ACP5	0	0	6	false
ACP6	0	0	9	false
EIF4H	0	0	1	false
EIF4E	0	0	14	false
ACP1	0	0	9	false
NTRK2	0	0	17	false
EIF3A	0	0	30	false
NTRK3	0	0	6	false
MARCKSL1	0	0	1	false
REC8	0	0	3	false
NTRK1	0	0	21	false
GADD45GIP1	0	0	7	false
Rab14	0	0	1	false
Rab13	0	0	3	false
ATRX	0	0	16	false
NFKBIL2	0	0	2	false
NFKBIL1	0	0	10	false
MID1IP1	0	0	1	false
SYT17	0	0	4	false
Rab17	0	0	2	false
SYT16	0	0	1	false
CIRBP	0	0	3	false
HDGFRP2	0	0	1	false
SYT14	0	0	1	false
CDC40	0	0	2	false
CDC42	0	0	99	false
TSPAN17	0	0	1	false
EHBP1	0	0	4	false
CDC34	0	0	12	false
MCM3AP	0	0	8	false
EIF3L	0	0	9	false
ATXN10	0	0	4	false
HAND1	0	0	5	false
KCTD10	0	0	4	false
SYT13	0	0	1	false
CDC37	0	0	21	false
KCTD11	0	0	2	false
EIF3M	0	0	5	false
SYT11	0	0	2	false
EIF3J	0	0	11	false
HAND2	0	0	10	false
EIF3K	0	0	10	false
CDC39	0	0	3	false
Rhobtb1	0	0	5	false
EIF3H	0	0	30	false
EIF3I	0	0	11	false
KCTD15	0	0	2	false
EIF3F	0	0	40	false
KCTD12	0	0	2	false
FXN	0	0	1	false
EIF3G	0	0	12	false
STUB1	0	0	45	false
KCTD13	0	0	14	false
CD226	0	0	4	false
EIF3D	0	0	9	false
EIF3E	1	0	22	false
PIK3AP1	0	0	1	false
EIF3B	0	0	18	false
EIF3C	0	0	14	false
KCTD17	0	0	9	false
PRPS2	0	0	1	false
MGRN1	0	0	11	false
AKAP8L	0	0	9	false
PRPS1	0	0	3	false
PBXIP1	0	0	7	false
FYB	0	0	4	false
RLBP1	0	0	1	false
CDC45	0	0	8	false
HHEX	0	0	3	false
FYN	7	0	93	false
ATP6V1E1	0	0	7	false
CIZ1	0	0	1	false
BSDC1	0	0	1	false
PPA1	0	0	6	false
CDC20	0	0	34	false
CDC16	0	0	13	false
CD209	0	0	1	false
EIF1B	0	0	29	false
CD200	0	0	1	false
TAGLN	0	0	4	false
IL27RA	0	0	4	false
ACTB	0	0	38	false
CDC23	0	0	10	false
Vapa	0	0	1	false
Vapb	0	0	1	false
CDC26	0	0	3	false
CSNK1D	0	0	6	false
CDC27	0	0	27	false
FSD1	0	0	1	false
STAT5B	0	0	15	false
RAB27A	0	0	20	false
PPBP	0	0	5	false
RAB27B	0	0	6	false
CSNK1E	0	0	12	false
IFFO1	0	0	3	false
AIMP2	0	0	17	false
Mtap7d1	0	0	1	false
AIMP1	0	0	2	false
CSNK2B	0	0	37	false
ATP6V1B1	0	0	1	false
Nkiras1	0	0	4	false
LPAR2	0	0	3	false
PPAN	0	0	2	false
WFDC2	0	0	1	false
GEFT	0	0	3	false
WFDC5	0	0	1	false
EPC1	0	0	2	false
EPC2	0	0	1	false
STAT5A	20	1,00	21	false
IL11	0	0	1	false
Slc7a7	0	0	1	false
IL10	0	0	2	false
IL16	0	0	18	false
FSHB	0	0	1	false
VEGFC	0	0	1	false
IL18	0	0	3	false
SYN3	0	0	2	false
SYN2	0	0	6	false
VEGFA	0	0	9	false
Rab6b	0	0	3	false
SYN1	0	0	14	false
VEGFB	0	0	2	false
IL1A	0	1,00	3	false
IL1B	7	1,00	4	false
CFHR1	0	0	1	false
KITLG	0	0	1	false
CFHR3	0	0	1	false
DMC1	0	0	3	false
CFHR5	0	0	1	false
FSHR	0	0	3	false
CFHR4	0	0	1	false
PABPC4	0	0	9	false
PABPC1	0	0	28	false
SYNC	0	0	1	false
FBF1	0	0	14	false
ACY1	0	0	1	false
IGSF21	0	0	28	false
KALRN	0	0	4	false
Ncoa3	0	0	1	false
Ncoa2	0	0	5	false
Cript	0	0	1	false
Esrrg	0	0	2	false
NFIL3	0	0	1	false
YGL262W	0	0	1	false
ZNF585B	0	0	1	false
ATP6V1G1	0	0	2	false
ATP6V1G2	0	0	1	false
PBRM1	0	0	5	false
Uqcrc2	0	0	1	false
Uqcrc1	0	0	1	false
GAK	0	0	5	false
GAN	0	0	6	false
HNRNPA2B1	0	0	10	false
AGGF1	0	0	3	false
PNPLA2	0	0	2	false
IL22	0	0	3	false
SYNM	0	0	2	false
IL21	0	0	1	false
Nedd4	0	0	1	false
IL25	0	0	1	false
NUDT3	0	0	5	false
NUDT1	0	0	2	false
RAB22A	0	0	3	false
SH3RF2	0	0	1	false
SH3RF1	0	0	4	false
NUDT5	0	0	1	false
AKAP13	0	0	12	false
Sip1	0	0	3	false
AKAP14	0	0	1	false
AKAP11	0	0	8	false
AKAP12	0	0	4	false
SPTAN1	0	0	27	false
AKAP10	0	0	2	false
TFAP2B	0	0	6	false
TFAP2C	0	0	3	false
UBE2H	0	0	42	false
UBE2I	0	0	122	false
IL4R	0	0	9	false
Hnrpm	0	0	1	false
UBE2C	0	0	9	false
GCA	0	0	2	false
UBE2F	0	0	1	false
TJAP1	0	0	1	false
UBE2A	0	0	7	false
UBE2B	0	0	9	false
GCG	0	0	1	false
VCAM1	0	0	5	false
GCK	0	0	3	false
UBE2W	0	0	57	false
PPIA	0	0	10	false
SCNN1G	0	0	7	false
SHQ1	0	0	2	false
UBE2Z	0	0	19	false
UBE2S	0	0	2	false
UBE2T	0	0	10	false
UBE2U	0	0	65	false
Fas	0	0	1	false
SCNN1B	0	0	7	false
PPIG	0	0	2	false
UBE2O	0	0	3	false
RPP21	0	0	1	false
PPIF	0	0	1	false
PPIH	0	0	5	false
UBE2K	0	0	45	false
PPIB	0	0	7	false
RPP25	0	0	4	false
UBE2M	0	0	11	false
PPIE	0	0	3	false
TFAP2A	0	0	11	false
PPID	0	0	8	false
UBE2N	0	0	65	false
RELA	0	0	104	false
GDA	0	0	1	false
ZFAND5	0	0	2	false
ZFAND6	0	0	1	false
SCNN1A	0	0	12	false
UBE3A	0	0	16	false
UBE3C	0	0	4	false
RELB	20	1,00	21	false
REM1	0	0	4	false
RELN	0	0	2	false
Rad23a	0	0	1	false
Rad23b	0	0	2	false
RPP14	0	0	4	false
RUNX1T1	0	0	27	false
TGIF2	0	0	3	false
TGIF1	0	0	14	false
SYT4	0	0	2	false
SYT3	0	0	2	false
POU3F1	0	0	1	false
SYT2	0	0	2	false
RPP40	0	0	4	false
SYT1	0	0	16	false
POU3F2	0	0	2	false
SYT9	0	0	4	false
POU3F3	0	0	1	false
SYT8	0	0	1	false
POU3F4	0	0	3	false
C8orf33	0	0	3	false
SYT7	0	0	1	false
GEM	0	0	3	false
MXD1	0	0	11	false
MAP7D1	0	0	5	false
HHT2	0	0	6	false
HHT1	0	0	6	false
MXD3	0	0	4	false
MXD4	0	0	4	false
FBN1	0	0	5	false
IL7R	10	1,00	2	false
FBN2	0	0	2	false
SRP19	0	0	4	false
Fbxo24	0	0	2	false
CACNA1A	0	0	4	false
Ruvbl1	0	0	2	false
RPP30	0	0	3	false
CACNA1C	0	0	5	false
CACNA1B	0	0	2	false
CACNA1E	0	0	1	false
SRP14	0	0	4	false
HIGD1B	0	0	1	false
HOXB13	0	0	6	false
CACNA1F	0	0	1	false
CACNA1H	0	0	1	false
alien	0	0	1	false
TMEM222	0	0	2	false
CACNA1S	0	0	1	false
IL6R	0	0	4	false
RPP38	0	0	3	false
ARFGEF2	0	0	6	false
Fbxo32	0	0	2	false
ARFGEF1	0	0	4	false
Fbxo34	0	0	2	false
SGOL1	0	0	4	false
EPN1	0	0	13	false
ADA2	0	0	1	false
Dnm1	0	0	1	false
EPN2	0	0	3	false
GH1	0	0	5	false
Dnm2	0	0	1	false
Dnm3	0	0	1	false
TMEM214	0	0	1	false
DPPA4	0	0	7	false
TMEM216	0	0	1	false
RER1	0	0	3	false
DPPA2	0	0	16	false
IL9R	0	0	2	false
MS4A3	0	0	2	false
FBP1	0	0	7	false
CUEDC1	0	0	1	false
CUEDC2	0	0	2	false
FBP2	0	0	1	false
MS4A2	0	0	1	false
MS4A1	0	0	3	false
Ywhaq	0	0	1	false
RAP1GDS1	0	0	11	false
C8orf41	0	0	9	false
DHRS7B	0	0	1	false
ADAR	0	0	3	false
PHTF1	0	0	1	false
Ywhae	0	0	3	false
GHR	0	0	18	false
Ywhag	0	0	1	false
C8orf48	0	0	2	false
TMEM203	0	0	1	false
MKNK1	0	0	11	false
MKNK2	0	0	5	false
DACT1	0	0	2	false
TAH18	0	0	1	false
ATF7IP	0	0	12	false
Aven	0	0	1	false
GIF	0	0	1	false
C10orf10	0	0	5	false
SSRP1	0	0	20	false
EPOR	0	0	23	false
Wee1	0	0	2	false
SNTB1	0	0	4	false
REST	0	0	13	false
SETBP1	0	0	1	false
SUGT1	0	0	3	false
KRAS	0	0	10	false
TRIB3	0	0	24	false
SNTB2	0	0	11	false
Ywhaz	0	0	1	false
TRIB1	0	0	1	false
RERE	0	0	7	false
LDB2	0	0	2	false
LDB1	0	0	13	false
Wiz	0	0	1	false
LDB3	0	0	1	false
ADD2	0	0	2	false
ADD1	0	0	12	false
SGOL2	0	0	2	false
GET4	0	0	12	false
SNTA1	0	0	15	false
AP1S1	0	0	7	false
EPR1	0	0	1	false
REV1	0	0	2	false
SCRIB	0	0	3	false
GTPBP3	0	0	5	false
GTPBP4	0	0	5	false
TOLLIP	0	0	26	false
GLA	0	0	1	false
PCDHB5	0	0	1	false
HERC2P2	0	0	1	false
ARPC5L	0	0	2	false
GLS	0	0	1	false
PPOX	0	0	2	false
YBR284W	0	0	1	false
MXI1	0	0	2	false
C10orf12	0	0	2	false
NEURL	0	0	2	false
C10orf18	0	0	2	false
TAF9B	0	0	6	false
DMPK	0	0	2	false
C10orf54	0	0	1	false
EPT1	0	0	1	false
TERF1	0	0	28	false
TERF2	0	0	18	false
FOSL2	0	0	1	false
FOSL1	20	1,00	8	false
SNAI2	0	0	3	false
SNAI3	0	0	3	false
MMS19	0	0	9	false
SNAI1	0	0	14	false
YFR035C	0	0	1	false
ANAPC16	0	0	1	false
CTBP2	0	0	28	false
CTBP1	0	0	45	false
XPA	0	0	11	false
XPC	0	0	16	false
EPRS	0	0	9	false
ANAPC10	0	0	10	false
ANAPC11	0	0	10	false
EPS8	0	0	16	false
ADH5	0	0	4	false
CDK5RAP2	0	0	14	false
HMOX1	0	0	4	false
TIMM17B	0	0	2	false
HMOX2	0	0	10	false
AP1S2	0	0	2	false
CDK5RAP1	0	0	1	false
PCDHA4	0	0	13	false
TIMM17A	0	0	4	false
PROM1	0	0	1	false
BARD1	0	0	33	false
CDK5RAP3	0	0	11	false
CSNK1A1	0	0	17	false
SHPRH	0	0	4	false
SEC16B	0	0	1	false
SEC16A	0	0	1	false
APC11	0	0	1	false
GP5	0	0	1	false
NUTF2	0	0	6	false
SNU114	0	0	1	false
GP6	0	0	2	false
TAF6L	0	0	6	false
NCOR1	0	0	76	false
NCOR2	0	0	48	false
ADI1	0	0	2	false
UBC36	0	0	1	false
PLEKHM1	0	0	4	false
UBC35	0	0	1	false
KLKB1	0	0	2	false
MGLL	0	0	1	false
GPI	0	0	2	false
ARPC1A	0	0	1	false
GMEB1	0	0	3	false
GMEB2	0	0	1	false
YTHDC1	0	0	7	false
YTHDC2	0	0	1	false
C10orf62	0	0	4	false
ARPC1B	0	0	3	false
FAM82A2	0	0	3	false
AEBP2	0	0	7	false
LDHD	0	0	1	false
TAF5L	0	0	8	false
LDHA	0	0	2	false
TIMP3	0	0	2	false
TIMP4	0	0	1	false
TIMP1	0	0	5	false
TIMP2	0	0	4	false
AP1M1	0	0	15	false
TEAD1	0	0	6	false
IGHA2	0	0	4	false
TEAD2	0	0	2	false
TEAD3	0	0	5	false
AP1M2	0	0	6	false
TEAD4	0	0	3	false
IGHA1	0	0	3	false
Sult1e1	0	0	1	false
YTHDF1	0	0	1	false
YTHDF2	0	0	3	false
MGMT	0	0	7	false
MAP1S	0	0	5	false
SYNJ2BP	0	0	7	false
MAP1A	0	0	7	false
MKLN1	0	0	3	false
CTSL1	0	0	3	false
PLEKHO1	0	0	3	false
SMOC2	0	0	1	false
MAP1B	0	0	15	false
NDUFA4L2	0	0	10	false
NUCB1	0	0	3	false
NUCB2	0	0	2	false
C10orf88	0	0	2	false
C10orf82	0	0	1	false
GRL	0	0	1	false
ARPC3B	0	0	1	false
GRN	0	0	10	false
SLC8A1	0	0	1	false
KRI1	0	0	1	false
TAF7L	0	0	3	false
GSC	0	0	1	false
OBFC1	0	0	1	false
LOC442227	0	0	1	false
GSN	0	0	18	false
TLE4	0	0	3	false
SNRPN	0	0	7	false
TLE3	0	0	3	false
Clip1	0	0	1	false
TLE2	0	0	14	false
RAB2A	0	0	4	false
SUPT16H	0	0	14	false
PPIL3	0	0	1	false
YIPF2	0	0	1	false
RARS2	0	0	1	false
Clip2	0	0	1	false
TLE1	1	0	65	false
YIPF3	0	0	2	false
GSR	0	0	1	false
Tada3	0	0	2	false
YIPF4	0	0	1	false
CEP110	0	0	3	false
YIPF6	0	0	1	false
VRK1	0	0	4	false
VRK2	0	0	3	false
Grap2	0	0	6	false
VRK3	0	0	1	false
ILF2	0	0	10	false
ILF3	0	0	19	false
HIC1	0	0	5	false
SNRPA	0	0	5	false
RAB32	0	0	1	false
RAB37	0	0	3	false
DMWD	0	0	35	false
AAGAB	0	0	1	false
RAB35	0	0	3	false
LRFN1	0	0	1	false
PLXNB3	0	0	1	false
SNRPF	0	0	12	false
PLXNB2	0	0	5	false
CSPG5	0	0	1	false
SNRNP27	0	0	3	false
PLXNB1	0	0	11	false
CSPG4	0	0	3	false
SNRPG	0	0	18	false
PPIL4	0	0	1	false
KIAA0528	0	0	1	false
SNRNP25	0	0	2	false
SNRPE	0	0	16	false
PPIL5	0	0	2	false
SNRPB	0	0	26	false
SNRPC	0	0	2	false
RAB1A	0	0	17	false
RAB1B	0	0	4	false
EIF2C4	0	0	1	false
PROS1	0	1,00	2	false
AUP1	0	0	12	false
DDRGK1	0	0	1	false
RAB26	0	0	3	false
RAB24	0	0	3	false
RAB25	0	0	7	false
SLC39A7	0	0	3	false
SLC39A6	0	0	1	false
TXNL4B	0	0	1	false
TXNL4A	0	0	5	false
LDLR	0	0	9	false
PLEKHJ1	0	0	3	false
EIF2B5	0	0	4	false
EIF2B4	0	0	1	false
RAB4B	0	0	1	false
EIF2B3	0	0	4	false
TLG2	0	0	2	false
